,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate,bert_toxic,bert_severe_toxic,bert_obscene,bert_threat,bert_insult,bert_identity_hate
12,82c40552a3e5cf56,""" 2007 (UTC)

Childhood Section - NPOV?
I feel that the childhood section of this article is biased in favour of Phelps.  It is littered with unsourced statements that were obviously added by either Phelps himself or someone else who knows him well such as his family/cult members.  The information on how his mother used to play piano for the pleasure of the neighbours or how he played cornet in the school band but later switched to bass horn is completely unnecessary and colours the section to sound more like a memoir than a biography.  I think this section should be stripped down to include only relevant details about his early life to ensure that the article maintains a neural point-of-view.  

This article is becoming a joke

It's my opinion that Phelps is simply TOO controversial a subject on whom to do an exhaustive encyclopedic biography of a living person.  I believe that 99% of Wikipedians have their hearts in the right places, but I'm very dismayed at the constant changes in this piece.  Nobody knows for sure the motivations of Fred Phelps, yet everyone continues to guess at them.  This in turn makes the entire article riddled with POV.  I propose stripping this article down to the bare minimum.  When Phelps has passed on, historians will be more likely to ascertain his impact on world culture; specifically in the United States.  As it stands now, nobody knows whether he is a religious zealot, grandstander, nut-case, or any combination thereof.  But people keep on guessing, and I simply don't believe that makes for a very good encyclopedia article.  

Disagree with stripping this article down to bare minimum.  He is one of the most controversial figures around today and deserves more detailed coverage.   

Detailed coverage does not mean the same thing as posting opinions.  Documented information or peer-reviewed critique are the key to preventing POV. See Wikipedia:Neutral_point_of_view - 

 I have to agree with Alex. Wikipedia is an encyclopedia, not a news service or a celebrity gossip page. The article should be stripped down to basic facts which meet the standards of encyclopediac sources. This will make it easier to maintain a non point of view perspective. There are hundreds (at least) of other sites only a Google away which can provide juicier bits.  

Aging Fred
Would it be worth mentioning that most of the administration of the church has been taken over by Fred's daughter Shirley? In Louis Theroux's BBC2 documentary just screened, Fred did nothing but read out prewritten diatribe and seemed to have trouble answering how many children he had when asked. http://www.bbc.co.uk/bbctwo/noise/?id=louis_theroux  
Only if you can find a reliable source which says that Shirley has taken over day-to-day management of the church. If you have a source for that statement, go for it. '''''' (talk) 

Upon watching the documentary, I felt that Fred did not have trouble answering how many children he had, but was merely expressing irritation at the question, indicating that anyone who had done basic research would know not only how many children he had, but how many were still in regular contact with Fred. Whether that irritation was justified can only be answered by those who were present during Louis Theroux's stays in Topeka. John Warburton 
I think (OR/POV) Theroux was trying to establish whether Phelps counted the 4 dissenting children as his, and Phelps saw this and tried to avoid answering either way.  In any case, I don't consider that the documentary presented any credible evidence loss of faculties (though that doesn't mean that he's mentally stable). 08:42, 3 October""",0,0,0,0,0,0,0,0,0,0,0,0,0.0105535565,0.00017163504,0.0009381478,0.00014211847,0.0010227233,0.00027161493
13,57074912eecd85ea,"I'm sure you're held to that standard and still here, Tan. *waves hankie tearfully* So long! 86.44.33.121",0,0,0,0,0,0,1,0,0,0,0,0,0.06138378,0.0003648929,0.0028066665,0.00043165925,0.005097179,0.0010833204
14,1561c75541752a5c,"""
Thank you all
Thank you all for the fond farewells, I appreciate them dearly. It is my birthday today and I have momentarily returned to the Wikipedia as a """"birthday treat"""". I see the Spring holiday article is fairly quiet and things are running smoothly between the editors I'm acquaintanced with. I've noticed your username change as well, AYArktosgood luck with that. I hope I may one day be able to permanently return to the Wikipedia, and until then I bid you all adieu, and I will be enjoying my """"big 18th""""! Haha!.  `CRAZY`(lN)`SANE` [discl.] """,0,0,0,0,0,0,0,0,0,0,0,0,0.0033409803,0.00019957835,0.00052031095,0.00013688552,0.00055874296,0.00026721033
15,3390943142787669,"Get posterized
They see me Wiki
They hatin
Tryna catch me writing dirty
I'm back
Mlau0406
Mlau040655
And now mlau7464
Think you can stop me",1,0,0,0,0,0,0,0,0,0,0,0,0.21615373,0.0027187192,0.023418315,0.002871531,0.04090725,0.010644434
16,e6040188912f0375,"""

The sources you gave have little to do with the topic of this article.
The Atlantic Review link is a list of search results for """"anti-Americanism"""" at that Web zine. There is no series of articles. The term is just a tag used at that political Web zine. Listing search results for a word is a good example of """"indiscriminate list of links""""  something Wikipedia is not.   """,0,0,0,0,0,0,0,0,0,0,0,0,0.0023493348,0.0002569376,0.0005199542,0.00016070987,0.0005408935,0.00031537164
17,9c415825f9589b48,"""
What utter tosh. None of my edits are """"aggressive"""". I knew this website was degenerated, I never realised just how far dishonesty has pervaded through the membership.""",0,0,0,0,0,0,1,0,0,0,0,0,0.045416757,0.0002578242,0.0024517216,0.0002835904,0.0032409178,0.00067346933
18,e33bd36c199e1c38,"I've disabled the functionality that fixes broken section links.  I'll re-instate it when I've figured out what went wrong.  But for now, bed beckons... Josh Parris",0,0,0,0,0,0,0,0,0,0,0,0,0.0032723558,0.00019995398,0.00052651396,0.00013674397,0.0005592699,0.00026553494
19,c888e8c53e55995a,"Your reversion of my question 

I didn't appreciate that. I can't help that my IP changes; that's a consequence of editing from a mobile phone. I was asking an honest question about something that intrigues me. If you felt my question was out of line, I would really have appreciated your talking to me about it. I have restored the question. If you want to take it down again that's up to you, but please at least let me know why. 2605:A000:1117:809A:FC45:413:1239:BCC1  

Also, , please reread the messages I left Elockid and Reaper. At no time was I disrespectful or harassing toward either of them. I was not trying to wheedle out personal info from Elockid; I was asking a question OU of genuine curiosity. I admitted he was under no obligation to provide any answers. Assuming bad faith, much? 166.170.20.141",0,0,0,0,0,0,1,0,0,0,0,0,0.0024103653,0.0002557193,0.0005203377,0.00015991452,0.00054455,0.00031596512
20,1a19d430a7de2c1d,"""
I dispute that """"waivers"""" is the common name for """"the waiver system"""";  it's simply a term that occurs a lot in idioms like """"put on waivers"""", which isn't precisely synonymous.  This article isn't about the idiom, it's about the system.  As for your suggestion about searches:  that seems to me to be supposing that people's searches are unreasonably specific, or are using a search engine that's unreasonably fragile.    """,0,0,0,0,0,0,0,0,0,0,0,0,0.0024336895,0.00024508938,0.0005172303,0.00015566395,0.00053676986,0.0003037665
21,ea0e4dd596da443a,"""

Paragraphs about major airlines retiring the 727
After doing some brief cleanup, it occured to me that placing the planes' retirement at the beginning of the """"History"""" section seems disjointed. It makes more sense for the entire section to read in chronological order. I suggest placing Paragraph #3 (""""At the turn of the 21st century..."""") and #4 (""""Faced with higher fuel costs..."""") near the end between Paragraphs #13 (""""Major airlines that have flown the jet..."""") and #14 (""""In August 2006 a total of 620...""""). In my humble opinion, the list of major airlines is a great prelude to the paragraphs about why they retired the plane. What does everyone else think?  """,0,0,0,0,0,0,0,0,0,0,0,0,0.0022472527,0.0002749413,0.00052897754,0.00016695673,0.00054928364,0.00033336238
22,45331877bcf6b981,Also i did not harass anybody and my aim is here to expand Wikipedia.,0,0,0,0,0,0,0,0,0,0,0,0,0.005149038,0.00016859021,0.00059653143,0.00012882936,0.00065998244,0.0002518016
23,b3be98a59ad7dce4,"Hello,

I wanted to make the may it sound strange proposal to remove the Muslim and Osama references from the page. The official story does not connect Osama to the 11 September attack. Rex Tomb, chief of investigative publicity for the FBI explains, The reason why 9/11 is not mentioned on Osama bin Ladens Most Wanted page is because the FBI has no hard evidence connecting bin Laden to 9/11.. I'm not a Muslim but I find the words Muslim extremist extremely inappropriate in contrast with the facts. I don't want the page unlocked or anything. It just cant make false accusations. There are millions and millions of Muslims on the world, I figure we should at least see some evidence before we slander them as terrorists? Thanks for your time anyway, drop me a line.( )",0,0,0,0,0,0,0,0,0,0,0,0,0.03668672,0.00027012225,0.0017823745,0.00028243312,0.0030694911,0.0006684405
24,46ac13b15fe463bb,"Scarab bug tracking software 

Yesterday I was reading through Comparison of issue tracking systems and followed the link Scarab.

This lead to a disambiguation page. The page listed:
An open source bugtracker software

This text and the links contained are extremely confusing. The disambiguation template clearly states that if an internal link (such as the one from the comparison) leads to this disambiguation page, you should change that incoming link it to point to the appropriate article. Since the article did not exist and since the item in the list for the application was confusing, I decided to create a Scarab Bug Tracking page.

To make things as seamless as possible, I quickly copied the text from the old item into the new article, intending to improve the article as soon as it was created. Before I could make my modifications, you changed the content to link back to the list or something similarly stupid. (I would go back and read exactly what you changed it to, but you deleted the page, so I cant check the history)

After I reverted your changes and then made some minor changes to the content, I put the page up for move proposal to Scarab (software) to be more consistent with pages that are from disambiguation pages.

This morning I came back to the page to check if it had moved, but it was gone! I assumed that maybe it was just moved and that the old page no longer existed. I poked around the Move proposal list, and the disambiguation page that I had originally edited (Still in that state) and could no longer find the page.

As a person unfamiliar with all Wikipedia bullshit politics and confusing processes, it took me a while to figure out exactly what happened to the page I had created less than 24 hours ago. Finally I found it, the person who originally ruined my short article after less than ONE MINUTE of my edit, - you -, deleted it!

In your comments, you did not explain the reason for deletion, you only sited A3. To anyone but a Wikipedia user extremely familiar with deletion, this would be meaningless. An article too short would have been much better. After digging around a lot, I found that it was a reference to the third reason an _A_rticle could be deleted. Hence, the A3. You should AT LEAST link to that so people that arent familiar with Wikipedia jargon can figure out what that means without searching through piles and piles of horribly disorganized Wikipedia-politics-ridden pages.

Considering that the content I posted stated that it was a stub, the time it takes to delete an article, and the relative freshness of the page, it makes you look like a deleting troll. If you thought that the page was clearly grounds for deletion, you should have put that inside the article or something and let it stand for a good 48 hours before finalizing the deletion.

I agree that Wikipedia should not be laden with content-free articles, but having cyclic links from the disambiguation page, to the bug tracking software page, and back is worse. If there is no article to link to, there should be no link.

The only things that you achieved by deleting the page is: made yourself stand out as a stereotypical Wikipedia troll/nazi/zealot, put off a Wikipedia contributor from continuing to improve the quality of Wikipedia, wasted a lot of my time to investigate what the hell happened to the page I created, and broke at least two internal links.

You violated the spirit of Wikipedia and smashed what little hope I still had for the Wikipedia community. Congratulations, asshole.

PS: You can clean up the mess you created and the one that I was trying to clean up before.",0,0,0,0,0,0,1,0,0,0,1,0,0.09016184,0.0006456345,0.009505433,0.0008273271,0.01266368,0.0026228824
25,7ff21e884fe43dcc,""":::I just wanted this appear on his record so that he cannot deny it in the future. Sorry for all the whining. I try not to get into revert wars, but they know how to get on my nerves (by taking off the dispute tag). See you around. Talk 

""",0,0,0,0,0,0,0,0,0,0,0,0,0.0032834026,0.00020076685,0.0005216805,0.0001364639,0.0005614453,0.00026432503
26,e9f8bbac19c25ac6,"Indeed, it's been hard taking up the 'slack', even if I'm not an Admin!  (And Merry Christmas! You too   ) 220 of Borg",0,0,0,0,0,0,1,0,0,0,0,0,0.09520945,0.0005855963,0.007301464,0.0007709556,0.010541617,0.0023379694
27,e912028167725f52,"""

 Obsolete External Link 

The link titled, """"Blake Island Visitor Information"""" is no longer available. Perhaps it's been shut down; I can't find any reference to it anywhere.""",0,0,0,0,0,0,0,0,0,0,0,0,0.002659306,0.00023199743,0.000517923,0.00014985398,0.0005447896,0.00029209876
28,fefe1c9fea853adc,"Undeletion 

Hi, please restore File:Andre Geim interview to Yedioth Ahronoth, Oct 15 2010, p. 25.jpg; it is a little portion of an article that I've uploaded (in Fair use) for the on-going (and apparently unceasing) discussion in Talk:Andre Geim. (I didn't find the right template to put in it in order to prevent its deletion.) Thanks,",0,0,0,0,0,0,0,0,0,0,0,0,0.07626029,0.00055667275,0.004320011,0.0006668714,0.009532632,0.0018254399
29,d18ce0649e712f83,"You horrid bastard 

you know 
exactly
what
I
was
sodding
saying to you",1,0,0,0,1,0,1,0,0,0,1,0,0.92655355,0.052678604,0.84512275,0.0072416333,0.5774716,0.041267365
30,c7e9a25fb64dbdd5,Here's an empty one: Template:User Australian English. What to do with it? talk,0,0,0,0,0,0,0,0,0,0,0,0,0.006193336,0.00016515942,0.00064751116,0.00012922147,0.00071762514,0.0002520509
31,20bec7764cfb0b91,""":Whilst agreeing that touring is not a requirement of being """"active"""", I only partly agree that they have been """"active"""" in the last 2 years.If The Endless River was a new album, fine, but it is """"based on material recorded in 1993 and 1994"""" with some minor re-recording, mixing and overdubs - by a selection of people, not just Gilmour and Mason.Personally I am not convinced that this means """"the band"""" have been active, but, rather than refuse the request, would be interested in others opinions. -   

""",0,0,0,0,0,0,0,0,0,0,0,0,0.0022142723,0.0002822167,0.00052828476,0.00017126247,0.0005568866,0.00034435303
32,b97850edab517b8c,"""

Just looked at the """"Maple Falls"""" page some, no it's not the massive Genstar development but a certain """"back"""" area between Silverdale and Silverhill that had been farmland....and doesn't have the view of the Cheam Range (Four Sisters) that it on its front page; it faces west, not east, and has only a glimpse of view of alpine on the Golden Ears glimpsed over Blue Mountain, if at all.  But then the realty marketing business is rarely about reality.  """,0,0,0,0,0,0,0,0,0,0,0,0,0.002370706,0.00025482388,0.0005195591,0.00015983083,0.0005426234,0.00031496122
33,45e78dd7ff3c36c5,than just on/off such as on/off/,0,0,0,0,0,0,0,0,0,0,0,0,0.005956372,0.00017302054,0.00061436975,0.00013176854,0.0007138586,0.00026202688
34,420bb8277e9e017e,(there have been books by those name but they have articles at Peter Parker: Spider-Man and Superman (comic book)),0,0,0,0,0,0,0,0,0,0,0,0,0.002869424,0.00021745132,0.00052017334,0.00014446263,0.00054688315,0.00027937043
35,b9b043ca2a2445b5,""":: Excuse me  But the OSI model is a MODEL that defines the world as the writers of that spec perceive the world into 7 layers.  It does not mean it is the only MODEL!  TCP is one of the main protocols in TCP/IP networks. Whereas the IP protocol deals only with packets, TCP enables two hosts to establish a connection and exchange streams of data. TCP guarantees delivery of data and also guarantees that packets will be delivered in the same order in which they were sent.   The Internet was built on the TCP/IP model  OSI refines it into its own spec.  If you want to write about these things in the article, Great!  But be sure of your facts and one does not exclude the other.  They should both be talked about.  IMHO, tcp/ip is much more important, its how things work.  (talk " contribs "  count) 

""",0,0,0,0,0,0,0,0,0,0,0,0,0.002284386,0.0002669231,0.00052478263,0.00016444696,0.00054363755,0.0003257307
36,c93e0a193b940dfc,"The Suez Canal is salt water flowing from the Med and Red Sea (depending on tidal influence).  Lake Timsah is salty.  Lake Timsah may have been more salty than the Med or Red Sea before the Canal, but it is not getting less salty from inflow of fresh water.",0,0,0,0,0,0,0,0,0,0,0,0,0.0040529,0.00018252073,0.00054598786,0.00013161697,0.0005937738,0.00025571955
37,ddff1e8e856f1bf4,"Very interesting comments about the purpose and setting of the painting.  The brushstrokes from this period are very developed and bold.  The vivid colors within the colors add depth and meaning.  The flowing lines of the pathway are reminiscent of a river, which would support the theory that this is more of an ode to the sense of impending death.  The cypress not only divides the sky from the symbols of old and new, it also divides the land.  On the left is the field, ripe with a crop ready for harvest.  The motion of the travelers is forward and to the right, it is like they are moving forward towards the future, even though behind them is the overwhelming forces of nature and fate.",0,0,0,0,0,0,0,0,0,0,0,0,0.0023234189,0.00025999846,0.00052197726,0.00016135199,0.0005431201,0.00031825976
38,f567541346b99c18,Baby Huey and the Baby Sitters 1967.JPG,0,0,0,0,0,0,0,0,0,0,0,0,0.016640497,0.00018654743,0.001029929,0.00016221324,0.0013914912,0.0003531996
39,2d540e00a7db5660,""":::I'm referring to Dr Righteous calling anon ips """"Common Trolls"""".    

""",0,0,0,0,0,0,0,0,0,0,0,0,0.0040780725,0.00017963396,0.0005514746,0.00013008999,0.0005981067,0.0002539246
40,a1f8ddedb1b9c681,"""
I'm really getting fed up with these edits, too.  We ought to just include """"The Garrison James"""" when it is included.""",0,0,0,0,0,0,0,0,0,0,0,0,0.002784994,0.00022482414,0.0005182254,0.00014614631,0.00054797763,0.0002855212
41,5685d039b03968fa,"""

Nothing for you to apologise for Victoria. This block will pass soon enough.  Corbett """,0,0,0,0,0,0,0,0,0,0,0,0,0.006251942,0.00016299218,0.0006423135,0.00012877729,0.00070874346,0.00025279605
42,c47fbb8787e0970e,"""

 """"Any comments??""""

 Yeah. Buh bye.  """,0,0,0,0,0,0,1,0,0,0,0,0,0.0038766393,0.00019138277,0.00053832337,0.00013322741,0.0005979286,0.00026058912
43,8e62849fbdeaeb9f,So someone pisses at me and I'm supposed to just smile and do as I'm told because they can't be bothered to write something that THEY feel is notable?,1,0,0,0,0,0,1,0,0,0,0,0,0.23704173,0.0030969605,0.033332024,0.0030678092,0.05046867,0.011745613
44,0fec00d68c6aa235,"Right here, in this section. Thanks.",0,0,0,0,0,0,0,0,0,0,0,0,0.0026377323,0.00023558711,0.00052720297,0.00014958558,0.00055001525,0.000290014
45,49b69939f1e00204,"Sean Harris 
I apologize for my use of profanity, but I was the only one who bothered enhancing the Sean Harris' page, listing his films and his television work. It's infuriating, when people edit, not only ruining the format but changing the years (Beware the Night to be specific, as it is slated for 2015 not 2014) and trying to advertise his work on the page. I will continue to uphold his page. Every movie that is on his list can be directly referenced to IMDB, I do not accept the use of his earlier short films because there are no references, no proof and no information that would exonerate such claims. I am going to uphold the site, and will refrain from my profanity. I don't even know who's editing the page, but it's seriously making me angry.",0,0,0,0,0,0,0,0,0,0,0,0,0.0027992853,0.000221639,0.0005155042,0.0001452649,0.0005470463,0.00028269633
46,a49ea68290d6623c,"I am trying to create an article that has been deleted by an overzealous admin.  It was in no way shape or form vandalism.  Please have a look for yourself.  I need help resolving this issue so that I can create this article that I feel is important and relevant.

TIA",0,0,0,0,0,0,0,0,0,0,0,0,0.04346217,0.00025724937,0.002636917,0.00027573458,0.003359408,0.000677837
47,74aa095718f0861d,"Scientizzle
You're from Oregon.  You're a graduate student at OHSU.  I know who you are.",0,0,0,0,0,0,0,0,0,1,0,1,0.12367033,0.0008080409,0.007371396,0.0010644895,0.013331619,0.0029944768
48,23dfaf4026b28e54,"""

 A barnstar for you! 

  The Original Barnstar Thanks for creating the page for Ahmad Keshvari! God bless!   """,0,0,0,0,0,0,0,0,0,0,0,0,0.008051691,0.00016620368,0.0007134216,0.00013218925,0.00077718124,0.0002624239
49,22bde0e01c3ba919,"I personally am not opposed to websites being used as a source - though I like to see some discrimination regarding the likely reliability of the web site. That's irrelevant to the revert of mine you are talking about, though.  You cited information from your own website, www.beckjord.com. Now, even the most simpleminded among us can immediately see that this poses a problem: you are perfectly free to put whatever truth, half-truth, fiction, or fantasy you care to on your own website, at any time. Therefore, for you to try to use information from that site as a source in producing a neutral, balanced encyclopedia article is quite out of the question.

Who am I? See my user page; I choose to reveal more biographical info about myself than many here, and I promise it's all true. If that isn't enough for you  if you have some need to know the true identity of those you interact with  then Wikipedia may not be an environment you will ever be happy in. ",0,0,0,0,0,0,0,0,0,0,0,0,0.002538247,0.00024068877,0.000516706,0.00015377295,0.00054082234,0.00030118207
50,129afbc75eaad3b5,"Suck my dikkkkk ==
Suck my dikkkkk Gogo Gogo giving blowjobs on demand",1,1,1,0,1,0,1,0,1,0,0,0,0.97667897,0.2835102,0.950074,0.03446794,0.8273015,0.14154284
51,6c97455fbf7e6ba0,"OK, I fixed it. The problem was that the  and  tags were missing.",0,0,0,0,0,0,0,0,0,0,0,0,0.0026477503,0.00023340451,0.00051987614,0.00015035809,0.00054777786,0.00029449153
52,e614b37491ba207b,"It's OK, I've just seen it.  Fatuorum",0,0,0,0,0,0,0,0,0,0,0,0,0.0041200714,0.00017894842,0.00056356576,0.00012879436,0.00060771994,0.00025383747
53,82c78322b6e68958,"Allan Watkins 

This article is very brief. As Watkins is a major figure I was thrashing around for some one to expand it. I know it isn't your subject but I wonder if you know anyone who could do it. It's a pity there isn't a decent biography, the last effort was abysmal I believe.",0,0,0,0,0,0,0,0,0,0,0,0,0.0029856693,0.00021143391,0.0005198031,0.00014142902,0.0005517317,0.00027393157
54,2b7e2baf442b811f,"""

""""how you would classify any title given by leading newspapers as """"emotional""""?""""
 Here are some of the headlines from Times of India today: """"Future of Indian bowling is bleak"""", """"Ranbir Kapoor is hard to please"""", """"Why Indian men rape"""". That doesn't mean we are going to include things like these in the intros of the articles on Indian cricket team, Ranbir Kapoor or Indian people. Facts, not opinions, should be included in the intros, plain and simple.

 """"Delhi tops the list in crimes among all states of India, followed by Maharashtra""""
 You haven't read the article you linked to. Quote from the article: """"UP accounted for the highest 33.9% of the total crime reported in India last year followed by Andhra Pradesh (13.9%) and TN (11.4%).""""
 It does say that as a city, Delhi, followed by Mumbai, tops the crime list among the """"mega cities"""". Like I said - such a statistic is meaningless unless you consider per capita. Please read my comment again.
 You cannot say that """"Tamil Nadu is more crime-oriented than Goa because TN is #3 on the list, far ahead of Goa."""" If the population of Goa is 10 times less than that of TN, it won't be surprising if 1000 cases were reported in TN as opposed to only 100 in Goa. Delhi and Mumbai are the most populous cities in India, so it's not surprising that the highest number of crimes are repored in these cities.
 Another example: India's GDP is higher than that of Australia, Canada, Singapore and several other countries  that doesn't mean that India is the among the richest countries in the world. The per capita figures are the true indicator.

 """"If so then even London is capital of UK does it mean crimes in London could be ignored?""""
 That's a straw man argument. Who said anything about crimes being ignored?  The demographics section of the article on Delhi already mentions that """"Delhi accounted for the highest percentage (16.2%) of the crimes reported in 35 Indian cities with populations of one million or more"""" and """"Delhi accounts for 15.4% of crime against women in Indian cities."""" We are talking about inclusion of POV statements like """"rape and crime capital"""" in the intro of the article. If you want to add a section to the article, go ahead. See New York City#Crime for an example.

 """"Livemint is also not a valid news paper or recognized source like TOI or The Hindu""""
 Mint is published by HT Media (of Hindustan Times fame), in collaboration with the The Wall Street Journal. Anyway, that's not what we are discussing here.

""""TOI has given latest stats (2012). Hence your info is out dated compared to mine.""""
 Nope. Like I said, you haven't read the article you are referring to. It's dated 2011. And I've already discussed the article contents above.

 """"new comers should be made aware of these to protect their lives by taking caution or avoiding the city""""
 See WP:AGENDA. If you want to launch an awareness drive about the crimes in cities like Delhi or Mumbai, or states like UP, Andhra and Tamil Nadu, please start a blog.

 """"u are worried about all proofs""""
 """"threatening me to stop me
 """"interfering in freedom / rights to express""""
 Please stop the Wikipedia:Drama. I am an Indian, but I wasn't born in Delhi, neither have I lived in Delhi.  Torreslfchero and Anna Frodesiak aren't even Indians. So, there is no reason why should we be """"worried"""".

 """"i will bring this to the notice of wiki community soon""""
 This should help you: Wikipedia:Dispute resolution.
  | talk """,0,0,0,0,0,0,0,0,0,0,0,0,0.002283723,0.00026932478,0.000528467,0.0001646313,0.0005450007,0.0003269157
55,7448733f5fee78b4,|How much longer until I can edit pages again?}},0,0,0,0,0,0,0,0,0,0,0,0,0.0027977603,0.0002197427,0.00051905075,0.0001441621,0.0005492428,0.00027775808
56,349e04802525bd8d,"""

 2008 Harvey Host
Added link, hopefully I got this right.

Removal of """"I lie all the time""""
...not sure what such a """" has to do w/ anything significant, """"I eat all the time"""" would be just as frivolous.  Is Baker known as a 'notorious liar' ?  Even potentially libelous as taken out of context. I would even go so far a to say it's 'vandalism'...if there was 'intent' to be libelous.

Moved Baker's criticisms of Hollywood & mags """" to top
The """" seems to be indicative of baker's over-all attitude, although could represent his attitude in his later career only. Just didn't seem like the appropriate place where it was (in a list of 'Later' works.  maybe a new section is needed.""",0,0,0,0,0,0,0,0,0,0,0,0,0.10022297,0.00072041736,0.0058065224,0.00090617716,0.012948861,0.0026410362
57,6d5e7e4ee551694c,"Vandalism of Mariah Carey article
Please stop vandalising the Mariah Carey article.",0,0,0,0,0,0,0,0,0,0,0,0,0.0031841677,0.0002036018,0.00052449707,0.00013771042,0.0005657166,0.00026754022
58,1d7a80e7e0942e2f,"You don't know what you are talking about, . That website references a HISTORICAL item from 1981. It is NOT an advertisement for Woodbrooke Estates. Get your facts straight before needlessly editing something that you know NOTHING about!",0,0,0,0,0,0,1,0,0,0,1,0,0.060090486,0.00031094975,0.0035388612,0.0003718086,0.00464878,0.000999238
